,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
120,No,,1988.3809523809523, Research & Development ,7,2,,121,3,0,2,5, manAgER ,4,Married,"16060,00$","41756,00$",1,,15,"3,0",1,Full Time,1,,2,"3,0",21,13,3,1984,"192720,00$",True
121,No,travel_rarely,556.2566609977324,,8,4,,122,4,0,3,2, RESearCH scienTIST ,4,,"4492,84$","11681,39$",9,No,14,"3,0",1,Part Time,2,"12,0",3,"3,0",10,9,8,1978,"53914,11$",True
122,No,travel_rarely,556.2566609977324, Sales ,5,3,Marketing,123,4,1,2,2, SaLES eXeCUtIVE ,3,,"4492,84$","11681,39$",1,,13,"3,0",3,,3,"10,0",2,"3,0",10,1,2,1993,,Yes
123,No,,1032.4872861766066,,7,4,Medical,124,3,1,3,3, maNUfActuRinG diRectOR ,4,,"8339,32$","21682,23$",1,,14,"3,0",3,Part Time,0,"11,0",2,"2,0",11,4,10,1992,"100071,84$",False
124,No,,1032.4872861766066,,3,4,Medical,125,1,0,2,3, SAles exEcUtivE ,4,Married,"8339,32$","21682,23$",4,No,11,"3,0",1,Part Time,1,"16,0",2,"3,0",13,1,12,1987,"100071,84$",True
125,No,travel_rarely,1032.4872861766066,,2,2,,126,2,0,2,3, saLes eXECUTIVE ,3,Married,,"21682,23$",1,,13,"3,0",2,Part Time,2,"10,0",2,"3,0",10,9,0,1987,"100071,84$",True
126,No,travel_rarely,1582.7713464696226,,18,5,,127,1,1,3,4, MAnAgER ,2,Single,"12783,92$","33238,20$",3,No,23,"4,0",4,Full Time,0,"37,0",2,"3,0",10,7,7,1968,"153407,07$",1
127,No,,556.2566609977324,,1,3,,128,2,0,3,2, SAles exEcutiVE ,3,,"4492,84$","11681,39$",9,,11,"3,0",3,Part Time,0,"15,0",2,"3,0",11,6,9,1988,"53914,11$",1
128,No,travel_rarely,1032.4872861766066,,24,3,Medical,129,4,0,3,3, MANufactURINg DirEctOR ,1,Married,"8339,32$","21682,23$",1,,21,"4,0",4,Part Time,1,"10,0",5,"2,0",10,5,8,1981,"100071,84$",False
129,No,travel_rarely,575.4047619047619,,6,2,,130,4,0,3,2, RESEarCh sCiENTIst ,1,Divorced,"4647,50$","12083,50$",3,Yes,12,,2,Full Time,2,"18,0",3,"3,0",10,6,9,1971,"55770,00$",Yes
130,No,,1973.9841269841268,,18,4,Life Sciences,131,4,0,2,5, reseArcH DIRectOr ,3,,,"41453,67$",1,Yes,17,"3,0",3,Full Time,1,,5,"3,0",31,0,9,1974,"191324,62$",1
131,No,travel_rarely,277.6428571428572, Research & Development ,1,5,,132,2,0,3,1, reSEarCH scIentISt ,4,Married,"2242,50$","5830,50$",1,No,12,"3,0",4,Part Time,1,,4,"2,0",10,8,8,1989,"26910,00$",Yes
132,Yes,travel_rarely,290.03550973654063,,1,4,Other,133,4,0,3,1, rESearCh SCiEnTIST ,4,Single,"2342,59$","6090,75$",1,,13,"3,0",3,Part Time,0,"10,0",2,"2,0",10,7,8,1990,"28111,13$",0
133,No,,1032.4872861766066, Research & Development ,7,3,Medical,134,3,0,3,3, ReSeARCh DiRECtor ,3,Married,"8339,32$","21682,23$",0,No,11,"3,0",4,,0,,3,"4,0",13,3,7,1990,,True
134,No,travel_rarely,1582.7713464696226,,23,4,,135,4,1,3,4, RESEARcH DirecToR ,4,,"12783,92$","33238,20$",6,No,18,"3,0",3,Full Time,0,"33,0",0,"3,0",12,3,8,1970,"153407,07$",1
135,No,travel_rarely,763.8015873015873,,8,2,Other,136,1,1,3,3, LAboRatORY TeCHNicIAn ,2,Married,"6169,17$","16039,83$",4,,11,"3,0",3,Part Time,1,"29,0",3,"2,0",26,1,7,1974,"74030,00$",0
136,No,,1032.4872861766066,,-21,4,,137,21,0,3,3, SaLeS exEcuTIVE ,4,,,"21682,23$",6,,13,"3,0",2,Part Time,1,,2,"3,0",10,0,8,1988,"100071,84$",0
137,No,travel_rarely,910.3095238095236,,17,1,Life Sciences,138,3,1,2,3, heAlThCARE rEpreSentaTIVE ,3,Married,"7352,50$","19116,50$",0,,18,"3,0",1,Part Time,1,"20,0",4,"2,0",19,1,9,1985,"88230,00$",0
138,No,,1582.7713464696226, Sales ,3,1,Marketing,139,1,0,3,4, MaNAgeR ,3,Married,"12783,92$","33238,20$",3,No,12,"3,0",4,Full Time,1,,3,"3,0",12,4,9,1977,"153407,07$",0
139,No,non-travel,556.2566609977324,,18,4,,140,1,0,3,2, MaNuFacTUriNG dIRectOr ,4,Single,"4492,84$","11681,39$",2,,20,"4,0",1,Part Time,0,"18,0",0,"3,0",11,0,9,1987,"53914,11$",False
140,Yes,travel_frequently,1582.7713464696226,,-15,3,Life Sciences,141,15,0,3,4, salEs EXecuTIve ,1,Single,,"33238,20$",0,,12,,2,Full Time,0,,2,"2,0",21,13,14,1981,"153407,07$",Yes
141,No,travel_frequently,556.2566609977324,,1,3,,142,4,0,2,2, HEAlTHcaRe rEpreseNTatIvE ,1,Single,"4492,84$","11681,39$",0,No,20,"4,0",3,,0,"14,0",3,"3,0",13,4,9,1989,,1
142,No,travel_rarely,369.2619047619048, Research & Development ,1,3,Medical,143,4,0,3,1, RESEArCH sCIenTIst ,2,,"2982,50$","7754,50$",0,Yes,21,"4,0",1,,1,"12,0",2,"3,0",11,5,7,1993,"35790,00$",1
143,No,travel_rarely,1834.3412698412696,,3,3,Life Sciences,144,4,0,3,4, rESeArCH dIrECtor ,4,Married,"14815,83$","38521,17$",3,No,14,"3,0",1,Full Time,0,"36,0",2,"3,0",10,0,9,1969,"177790,00$",1
144,No,travel_rarely,556.2566609977324,,24,3,Medical,145,3,1,2,2, HeALThCARE rEPreSENTAtivE ,1,Single,"4492,84$","11681,39$",1,No,19,,2,Part Time,0,"10,0",2,"3,0",10,1,8,1992,"53914,11$",False
145,No,,1879.119047619048,,5,3,,146,2,0,3,5, MANAGEr ,2,Married,"15177,50$","39461,50$",7,No,11,"3,0",3,Full Time,1,"26,0",5,"3,0",22,3,10,1979,"182130,00$",True
146,No,non-travel,1400.8015873015877,,8,1,,147,4,0,2,4, HeaLtHCARe rEPREsEnTATIVE ,2,Divorced,,"29416,83$",1,Yes,15,"3,0",4,Full Time,1,,3,"3,0",33,15,0,1968,"135770,00$",False
147,No,travel_rarely,1979.920634920635,,4,2,Life Sciences,148,3,0,4,5, manAger ,1,Divorced,"15991,67$","41578,33$",1,No,14,"3,0",4,Full Time,2,,4,"2,0",25,14,13,1979,"191900,00$",False
148,No,travel_frequently,556.2566609977324, Human Resources ,11,3,Life Sciences,149,3,0,2,2, hUMAn reSoUrCES ,2,,"4492,84$","11681,39$",4,No,11,"3,0",4,,2,"14,0",5,"4,0",10,1,8,1989,,1
149,No,,1766.65873015873,,13,4,,150,3,1,2,4, mANaGeR ,2,Divorced,,"37099,83$",6,Yes,13,"3,0",4,Full Time,2,,4,"3,0",19,15,2,1984,"171230,00$",0
150,No,travel_rarely,1979.6111111111115,,2,2,Medical,151,4,1,1,5, MANagER ,3,,"15989,17$","41571,83$",4,,14,,4,Full Time,1,"23,0",5,"3,0",19,9,11,1968,"191870,00$",True
151,No,,1582.7713464696226,,5,3,Life Sciences,152,3,0,3,4, manAGeR ,2,,"12783,92$","33238,20$",1,,11,"3,0",2,Full Time,1,,2,"3,0",33,0,10,1972,"153407,07$",True
152,Yes,,1032.571428571429,,-14,4,Medical,153,14,1,2,3, mAnUFACTURIng dIreCtOr ,1,Marreid,"8340,00$","21684,00$",7,,14,"3,0",4,,0,,0,"2,0",10,5,9,1965,,True
153,No,,1032.4872861766066,,4,3,Life Sciences,154,4,0,3,3, maNUfaCTUriNG dIreCtor ,4,Single,"8339,32$","21682,23$",1,No,11,"3,0",3,Part Time,0,"11,0",2,"3,0",10,0,8,1975,"100071,84$",1
154,No,travel_rarely,824.1587301587302, Human Resources ,17,3,,155,2,0,2,3, HUmAN rESOuRceS ,1,Single,"6656,67$","17307,33$",1,,13,"3,0",1,Part Time,0,,3,"2,0",10,0,9,1994,"79880,00$",False
155,No,,556.2566609977324,,3,3,Other,156,4,0,1,2, sAles ExecUTiVE ,1,Single,"4492,84$","11681,39$",3,No,18,,4,Part Time,0,"15,0",2,"3,0",13,3,12,1989,"53914,11$",1
156,No,travel_frequently,290.03550973654063,,9,2,,157,1,1,3,1, lABoRAtoRY TECHNicIAN ,4,,"2342,59$","6090,75$",1,,13,"3,0",3,,0,"12,0",3,"3,0",12,5,8,1981,,Yes
157,No,travel_rarely,556.2566609977324,,1,2,Life Sciences,158,2,0,4,2, REsearCh ScienTIst ,3,Married,"4492,84$","11681,39$",0,No,24,"4,0",1,Part Time,1,"13,0",2,"2,0",12,2,8,1966,"53914,11$",True
158,Yes,travel_rarely,556.2566609977324,,24,4,,159,1,1,2,2, sAles EXecutiVE ,2,Single,,"11681,39$",0,Yes,23,"4,0",3,Part Time,0,"16,0",2,"4,0",15,10,10,1989,"53914,11$",0
159,No,travel_frequently,1582.7713464696226,,11,4,Medical,160,2,1,3,4, manaGeR ,4,,"12783,92$","33238,20$",3,No,20,,1,,1,"26,0",2,"3,0",14,1,12,1969,,1
160,No,travel_rarely,730.7857142857142,,1,3,,161,4,0,2,3, saLEs exEcUTiVE ,3,,"5902,50$","15346,50$",1,,14,"3,0",4,Part Time,0,,3,"3,0",10,8,6,1989,"70830,00$",0
161,No,,487.2936507936508,,3,1,Medical,162,2,0,3,1, lAboratorY tecHNIciAN ,1,Single,"3935,83$","10233,17$",1,,18,"3,0",4,,0,,3,,10,1,5,1994,,True
162,No,travel_rarely,351.51587301587307,,28,3,Life Sciences,163,2,0,4,2, LAboraTORy TEcHNiCIAN ,3,,"2839,17$","7381,83$",1,,17,,4,Part Time,2,,3,"2,0",10,6,8,1988,"34070,00$",True
163,Yes,,556.2566609977324,,12,4,Other,164,4,0,3,2, Sales ExecUtIVe ,4,,"4492,84$","11681,39$",3,,24,"4,0",1,Part Time,0,"13,0",2,"4,0",11,6,7,1988,"53914,11$",True
164,No,travel_rarely,302.1984126984127,,19,3,Life Sciences,165,2,1,2,1, rEseaRcH SCienTist ,4,Married,"2440,83$","6346,17$",1,No,12,"3,0",2,Full Time,0,"10,0",3,"3,0",10,8,7,1989,"29290,00$",1
165,No,,556.2566609977324,,2,3,,166,4,0,3,2, Sales eXEcUtIVE ,4,,"4492,84$","11681,39$",1,Yes,17,"3,0",1,Part Time,1,"10,0",3,"3,0",10,8,8,1980,"53914,11$",False
166,No,non-travel,1582.7713464696226,,2,3,Medical,167,2,0,3,4, maNaGer ,2,Divorced,"12783,92$","33238,20$",4,No,22,"4,0",4,Full Time,1,"37,0",0,"2,0",16,14,14,1965,"153407,07$",Yes
167,No,travel_rarely,556.2566609977324, Sales ,-14,4,,168,14,1,2,2, SaleS EXeCuTivE ,3,Marreid,"4492,84$","11681,39$",1,Yes,13,"3,0",1,Part Time,1,"10,0",4,"3,0",10,1,7,1987,"53914,11$",False
168,No,travel_rarely,1032.4872861766066,,11,3,Life Sciences,169,1,0,3,3, hEALThcarE RepReSeNTAtIve ,3,Married,"8339,32$","21682,23$",1,,17,"3,0",2,Part Time,1,"10,0",1,"3,0",10,0,9,1980,"100071,84$",1
169,No,,1973.9841269841268,,26,4,Human Resources,170,3,0,4,5, MAnAgEr ,2,Married,,"41453,67$",4,Yes,18,"3,0",1,Full Time,1,"35,0",0,"3,0",10,1,4,1968,"191324,62$",Yes
170,No,,556.2566609977324, Research & Development ,23,2,,171,4,0,2,2, ReSeARch scIENTISt ,3,Single,,"11681,39$",1,,12,"3,0",4,,0,"20,0",2,"3,0",20,3,7,1981,"53914,11$",True
171,No,,556.2566609977324,,11,3,Technical Degree,172,4,1,3,2, LABORaTorY TECHniciaN ,3,Married,"4492,84$","11681,39$",1,,11,,1,,1,"10,0",2,"4,0",10,9,4,1983,,True
172,Yes,,290.03550973654063, Research & Development ,7,2,Technical Degree,173,4,0,3,1, LaBoRaTorY TeChNicIAn ,3,Married,,"6090,75$",8,No,11,"3,0",4,Part Time,1,"14,0",4,"1,0",10,9,8,1967,"28111,13$",Yes
173,No,travel_rarely,1241.2936507936508,,-33,1,Marketing,174,33,1,2,4, sAleS execuTiVE ,4,,"10025,83$","26067,17$",0,,11,"3,0",1,Full Time,1,,2,"2,0",20,9,6,1984,"120310,00$",Yes
174,No,travel_rarely,1591.6746031746031,,2,4,Life Sciences,175,1,1,2,4, mANAgER ,4,Married,"12855,83$","33425,17$",2,No,16,"3,0",3,Full Time,0,,3,"3,0",25,3,7,1970,"154270,00$",1
175,No,travel_frequently,1032.4872861766066,,8,3,,176,4,0,3,3, sALes exECuTiVE ,3,Single,"8339,32$","21682,23$",1,No,15,"3,0",4,,0,"9,0",0,"3,0",9,1,7,1996,,0
176,No,travel_frequently,556.2566609977324,,1,2,,177,3,1,3,2, LABOrATorY TechNIcIaN ,4,,"4492,84$","11681,39$",1,,23,"4,0",4,Part Time,0,"12,0",2,,12,3,7,1993,"53914,11$",Yes
177,No,,1032.4872861766066,,18,5,Life Sciences,178,2,0,3,3, sAlES eXeCuTIVe ,1,Married,"8339,32$","21682,23$",1,,22,"4,0",4,,1,"9,0",3,"2,0",9,1,8,1988,,True
178,No,travel_rarely,635.7619047619048, Research & Development ,1,3,Medical,179,1,0,3,2, ManUfaCTUriNg dIReCtor ,4,Married,"5135,00$","13351,00$",1,Yes,22,"4,0",2,,1,"9,0",3,"3,0",9,7,8,1991,"61620,00$",1
179,No,travel_rarely,528.8730158730159,,1,1,Life Sciences,180,4,0,2,2, LaboraTOry TEcHniCiAN ,4,Married,"4271,67$","11106,33$",1,,12,"3,0",3,Part Time,2,,1,,10,3,0,1993,"51260,00$",0
180,Yes,,992.436507936508, Sales ,9,2,Medical,181,3,0,2,3, saLES ExECuTIVe ,4,,"8015,83$","20841,17$",1,No,16,"3,0",4,Part Time,0,"9,0",3,"3,0",9,4,7,1977,"96190,00$",False
181,No,travel_rarely,556.2566609977324,,4,2,,182,3,1,2,2, sALeS execUTiVE ,2,,"4492,84$","11681,39$",1,Yes,12,"3,0",2,Part Time,3,"11,0",4,"2,0",11,2,7,1993,"53914,11$",False
182,No,,516.9047619047619,,6,4,,183,2,0,3,2, saLEs executive ,3,Single,"4175,00$","10855,00$",1,No,16,"3,0",1,,0,"12,0",0,"3,0",11,5,7,1991,,1
183,No,travel_rarely,1032.4872861766066,,-37,5,Marketing,184,3,0,3,3, SAles ExeCUTiVE ,2,Married,"8339,32$","21682,23$",1,,13,"3,0",1,Part Time,2,,3,"3,0",10,0,6,1988,"100071,84$",False
184,No,,1032.4872861766066,,8,3,Marketing,185,2,1,3,3, sAleS exeCUTiVe ,4,Single,"8339,32$","21682,23$",1,,14,"3,0",4,Part Time,0,"9,0",2,"3,0",9,3,7,1991,"100071,84$",1
185,No,travel_rarely,290.03550973654063, Research & Development ,-34,3,Life Sciences,186,1,0,3,1, RESEaRch SCIEntISt ,3,Divorced,,"6090,75$",4,No,12,"3,0",1,Part Time,1,,2,"3,0",9,1,8,1982,"28111,13$",1
186,No,travel_rarely,1963.7222222222224,,4,1,Medical,187,4,1,3,5, manaGEr ,3,,"15860,83$","41238,17$",1,No,14,"3,0",2,Full Time,1,"21,0",2,"3,0",20,9,9,1983,"190330,00$",0
187,No,,1582.7713464696226,,2,2,,188,1,0,2,4, MAnagEr ,4,Married,"12783,92$","33238,20$",9,No,23,"4,0",4,,1,"22,0",1,"3,0",20,11,8,1978,,1
188,Yes,travel_rarely,1073.015873015873,,4,4,,189,4,0,1,3, SALeS eXecUTiVe ,4,Married,"8666,67$","22533,33$",1,No,11,"3,0",3,Full Time,0,"14,0",2,"2,0",14,9,8,1991,"104000,00$",0
189,No,non-travel,1032.4872861766066, Research & Development ,1,1,Life Sciences,190,3,0,2,3, mAnUFaCtUrinG diReCtor ,3,,"8339,32$","21682,23$",1,No,22,"4,0",3,Part Time,0,,2,"3,0",11,5,8,1993,"100071,84$",1
190,No,,1032.4872861766066,,11,3,,191,2,0,3,3, REsEARcH dIreCTor ,4,,,"21682,23$",1,,14,"3,0",3,Part Time,3,,1,"3,0",10,0,7,1986,"100071,84$",True
191,No,,288.1666666666667,,4,4,,192,1,0,3,1, SAlEs repReSEnTaTiVE ,4,Divorced,"2327,50$","6051,50$",4,No,17,"3,0",3,,1,"13,0",2,"3,0",9,5,8,1986,,0
192,No,,556.2566609977324,,24,2,Technical Degree,193,1,0,3,2, reSEARch scIeNTIST ,4,,"4492,84$","11681,39$",1,No,17,"3,0",1,,2,,3,"3,0",9,4,7,1983,,False
193,No,non-travel,585.4126984126984,,24,4,,194,2,1,3,2, lAbORATorY teChnICiaN ,2,Married,"4728,33$","12293,67$",7,,15,"3,0",3,Full Time,1,"11,0",3,"3,0",9,0,8,1987,"56740,00$",True
194,No,travel_rarely,556.2566609977324,,7,3,Life Sciences,195,4,0,2,2, SalEs eXEcuTIVE ,3,Married,"4492,84$","11681,39$",1,,14,"3,0",3,Part Time,1,"13,0",3,"2,0",13,4,8,1991,"53914,11$",True
195,No,,1032.4872861766066,,25,2,Life Sciences,196,1,1,2,3, rEseaRch DIRECTOr ,2,,,"21682,23$",3,,17,"3,0",3,Part Time,1,,2,"3,0",10,0,1,1985,"100071,84$",1
196,No,travel_rarely,556.2566609977324,,28,2,,197,4,1,3,2, resEarcH sCiEnTISt ,4,Married,"4492,84$","11681,39$",1,No,13,"3,0",4,Part Time,2,"11,0",2,"3,0",10,1,9,1993,"53914,11$",Yes
197,No,,1980.642857142857,,1,1,,198,2,0,3,5, ManAger ,3,,,"41593,50$",1,,14,"3,0",3,Full Time,1,"21,0",3,"3,0",21,1,6,1984,"191970,00$",True
198,No,,1973.9841269841268,,7,3,Life Sciences,199,1,1,3,5, MaNagEr ,1,,"15943,72$","41453,67$",5,No,11,"3,0",4,Full Time,0,"33,0",5,"1,0",29,11,10,1963,"191324,62$",True
199,No,,867.9047619047619,,22,4,Other,200,3,1,3,3, SaLes ExecUtiVE ,1,,"7010,00$","18226,00$",0,,11,"3,0",3,Part Time,0,"10,0",3,"3,0",9,7,8,1993,"84120,00$",True
200,No,travel_rarely,1032.4872861766066, Research & Development ,9,1,,201,3,0,3,3, maNUFAcTURING direCTOr ,2,Divorced,"8339,32$","21682,23$",1,No,25,"4,0",4,Part Time,1,,6,"4,0",13,0,8,1992,"100071,84$",Yes
201,Yes,,345.42857142857144,,3,3,Life Sciences,202,1,0,3,1, RESeArCh sCIentIst ,1,Single,"2790,00$","7254,00$",1,Yes,11,"3,0",1,Full Time,0,,3,"3,0",10,9,7,1990,"33480,00$",False
202,No,,290.03550973654063,,28,1,Medical,203,4,0,4,1, LAboRaTorY teChniCiaN ,3,Married,"2342,59$","6090,75$",1,Yes,11,,3,,3,"20,0",3,"3,0",20,3,8,1973,,Yes
203,No,,547.7539682539682, Research & Development ,24,4,Life Sciences,204,1,0,3,2, labOraTORy techNicIan ,4,,"4424,17$","11502,83$",1,No,15,,4,Part Time,2,"10,0",2,"3,0",10,4,7,1991,"53090,00$",Yes
204,No,,556.2566609977324,,29,3,,205,2,0,3,2, manuFACtuRiNg DIrEcTor ,2,,"4492,84$","11681,39$",1,,13,"3,0",4,,1,"10,0",3,"2,0",9,7,8,1981,,True
205,Yes,,789.6984126984128, Sales ,11,3,Marketing,206,3,1,3,3, SAlEs ExeCUtive ,4,Married,"6378,33$","16583,67$",1,No,18,"3,0",1,Part Time,2,,3,"4,0",9,7,7,1974,"76540,00$",0
206,No,,1321.4603174603176,,5,1,,207,3,0,2,3, REsEARCH dIReCTor ,4,Divorced,"10673,33$","27750,67$",1,,16,"3,0",2,Full Time,1,,3,"3,0",9,0,8,1996,"128080,00$",Yes
207,No,travel_rarely,556.2566609977324,,1,3,Medical,208,1,0,4,2, sALES ExEcUTIvE ,1,Divorced,"4492,84$","11681,39$",1,,22,,1,Part Time,1,"9,0",5,"3,0",9,0,8,1990,"53914,11$",Yes
208,No,,1582.7713464696226, Research & Development ,-26,4,,209,3,1,2,4, MANUFACturING DIRecToR ,4,Married,"12783,92$","33238,20$",3,No,22,"4,0",3,Full Time,0,"31,0",3,"3,0",9,0,0,1971,"153407,07$",False
209,No,,556.2566609977324,,5,2,Life Sciences,210,2,0,3,2, saleS exECUtIve ,2,,"4492,84$","11681,39$",1,No,14,"3,0",4,Part Time,1,"10,0",3,"3,0",10,5,3,1991,"53914,11$",1
210,No,,679.5079365079365,,14,1,Life Sciences,211,3,0,3,2, heAltHcArE rEprEseNtatIVE ,4,,"5488,33$","14269,67$",0,,17,"3,0",1,Full Time,1,,2,"2,0",16,4,11,1987,"65860,00$",0
211,No,non-travel,556.2566609977324, Sales ,20,2,,212,4,1,3,2, Sales eXECuTIvE ,3,,"4492,84$","11681,39$",1,,13,"3,0",4,,1,,2,"2,0",9,0,0,1992,"53914,11$",False
212,No,travel_rarely,259.8968253968254,,2,4,Medical,213,3,0,3,1, laBORATORy tECHNICIan ,3,Single,"2099,17$","5457,83$",4,No,21,"4,0",3,Part Time,0,,6,"3,0",11,3,9,1987,"25190,00$",True
213,No,,1764.1825396825398,,1,2,Life Sciences,214,4,0,3,4, MAnager ,4,Married,,"37047,83$",2,,15,"3,0",2,Full Time,1,"26,0",2,,9,7,8,1971,"170990,00$",1
214,No,non-travel,1582.7713464696226,,17,3,,215,4,0,3,4, MaNagER ,3,Single,"12783,92$","33238,20$",1,,11,"3,0",4,Full Time,0,"10,0",2,"3,0",10,6,0,1990,"153407,07$",0
215,No,non-travel,556.2566609977324,,23,2,Life Sciences,216,4,0,3,2, LaBoraTORy TeChNiCIAN ,1,,"4492,84$","11681,39$",1,Yes,15,"3,0",3,Part Time,1,"9,0",2,"3,0",9,0,8,1978,"53914,11$",1
216,No,travel_rarely,1032.4872861766066, Research & Development ,12,5,,217,4,1,2,3, mANUfaCTuRiNG DiRECtOr ,4,,"8339,32$","21682,23$",0,,11,"3,0",2,Part Time,0,"15,0",2,"2,0",14,7,8,1987,"100071,84$",1
217,No,,1353.6507936507935,,8,4,,218,4,0,2,4, sales ExecuTiVe ,2,,"10933,33$","28426,67$",6,,17,"3,0",2,Full Time,1,"22,0",3,"3,0",9,2,3,1974,"131200,00$",False
218,Yes,,1032.4872861766066,,23,1,,219,4,1,2,3, SALeS eXECUtivE ,1,,"8339,32$","21682,23$",1,,13,,1,Part Time,1,"11,0",3,"1,0",11,3,10,1994,"100071,84$",True
219,No,,323.03968253968253,,6,1,,220,2,1,3,1, LABoRaTOrY teChNICiAn ,4,Married,"2609,17$","6783,83$",1,,13,"3,0",1,,1,,5,"3,0",10,0,8,1994,,False
220,No,,556.2566609977324, Research & Development ,1,3,Life Sciences,221,4,1,2,2, ManUFACtURiNg DiRECTOr ,4,Married,"4492,84$","11681,39$",1,,13,"3,0",2,Part Time,1,"14,0",2,"2,0",14,3,11,1986,"53914,11$",1
221,No,travel_rarely,1032.4872861766066,,10,5,,222,4,0,4,3, salES eXECUtive ,3,,,"21682,23$",0,,14,"3,0",4,Part Time,2,,3,"3,0",9,0,8,1990,"100071,84$",Yes
222,No,travel_frequently,458.50793650793656,,19,3,Medical,223,3,1,3,2, laboRatoRy teCHNiCiaN ,2,Divorced,,"9628,67$",4,No,13,"3,0",3,Part Time,2,"15,0",2,"4,0",11,5,10,1989,"44440,00$",True
223,No,non-travel,688.5873015873016,,1,3,,224,3,1,1,2, lAbORAtORy tECHNiCian ,4,Married,"5561,67$","14460,33$",0,No,11,"3,0",1,,3,"10,0",6,"3,0",9,7,5,1995,,1
224,No,non-travel,1016.4761904761906,,2,4,,225,4,1,3,3, saLEs eXEcUTIvE ,3,,,"21346,00$",1,Yes,19,"3,0",1,Part Time,1,"10,0",5,"2,0",10,9,6,1992,"98520,00$",True
225,No,non-travel,1842.801587301588,,2,1,Life Sciences,226,3,0,3,4, manageR ,3,,"14884,17$","38698,83$",0,Yes,13,,4,Full Time,0,"21,0",3,"2,0",20,2,10,1981,"178610,00$",False
226,No,travel_rarely,556.2566609977324,,2,3,Life Sciences,227,3,0,3,2, RESearCh SCieNTIst ,4,Single,,"11681,39$",1,,13,"3,0",3,Part Time,0,"9,0",4,"3,0",9,8,8,1983,"53914,11$",True
227,No,,556.2566609977324,,15,2,Medical,228,3,1,3,2, SALEs eXeCuTive ,1,Single,"4492,84$","11681,39$",1,,12,"3,0",4,,0,,6,"4,0",10,9,6,1989,,1
228,No,travel_rarely,1973.9841269841268,,1,3,,229,4,1,3,5, REsearCh dIRECTOr ,1,,,"41453,67$",3,,21,"4,0",3,Full Time,1,,3,"3,0",9,1,5,1965,"191324,62$",False
229,Yes,travel_frequently,768.2380952380953,,1,5,,230,3,1,4,3, MaNuFACTUriNG DIRector ,2,,"6205,00$","16133,00$",1,,11,"3,0",1,,0,,2,"3,0",10,4,7,1992,,1
230,No,non-travel,1419.373015873016,,8,1,,231,4,0,2,3, ResEARcH DIrEcToR ,2,,"11464,17$","29806,83$",2,No,11,"3,0",3,Full Time,1,"16,0",5,"3,0",9,4,8,1983,"137570,00$",1
231,No,,1712.4920634920634,,2,3,Medical,232,4,0,4,4, resEArcH DIrEcTOR ,2,Single,"13831,67$","35962,33$",4,No,12,"3,0",2,Full Time,0,"35,0",2,"2,0",9,8,8,1970,"165980,00$",True
232,No,,1582.7713464696226, Research & Development ,15,3,,233,2,0,3,4, ResEARcH DiReCToR ,1,,"12783,92$","33238,20$",7,,14,"3,0",4,Full Time,2,"16,0",3,"2,0",14,6,9,1989,"153407,07$",1
233,No,travel_rarely,1032.4872861766066,,16,3,Life Sciences,234,4,1,2,3, HeALthCARE rePRESeNtATiVE ,2,Single,"8339,32$","21682,23$",1,No,19,"3,0",4,,0,,3,"1,0",11,3,3,1988,,True
234,No,,442.1031746031746,,13,3,,235,1,0,3,2, RESEarCH ScIENTIsT ,4,Married,,"9284,17$",1,,17,"3,0",1,Part Time,0,,2,"3,0",10,3,7,1986,"42850,00$",Yes
235,No,travel_frequently,1044.5396825396826,,2,3,,236,4,0,3,3, HeaLthcARE RePreSeNtatiVe ,4,,,"21935,33$",2,Yes,14,"3,0",3,Full Time,1,"24,0",3,"1,0",20,13,9,1981,"101240,00$",True
236,No,,1032.4872861766066,,1,4,,237,1,0,3,3, HeAlTHCare RePrEsenTatIve ,2,Divorced,"8339,32$","21682,23$",1,,12,"3,0",1,Part Time,3,,4,"3,0",10,7,7,1978,"100071,84$",1
237,Yes,travel_rarely,1002.2380952380952,,1,3,,238,2,0,2,2, SAleS eXecuTiVe ,1,Married,,"21047,00$",1,No,11,"3,0",4,Full Time,1,,4,"3,0",10,6,7,1993,"97140,00$",Yes
238,No,travel_rarely,1023.904761904762,,14,3,Life Sciences,239,3,0,3,2, saLes ExeCutivE ,2,Married,,"21502,00$",0,,11,"3,0",4,Full Time,1,"10,0",3,"3,0",9,7,7,1985,"99240,00$",1
239,No,,1160.1984126984128,,20,5,Medical,240,2,0,3,4, hEaLthCare repResEntaTIVe ,3,,,"24364,17$",2,,15,"3,0",3,Full Time,1,"32,0",3,"3,0",30,12,13,1973,"112450,00$",0
240,No,travel_rarely,316.6428571428572,,3,2,,241,3,0,2,2, laboratORY TEcHnicIAN ,3,,"2557,50$","6649,50$",0,,15,"3,0",4,,1,,3,,10,0,7,1984,,True
